"product","region","region_type","name","member","format","formats","driver","layer","geom_type","feature_count","n_fields","crs","extent","error","url","dsn"
"LIST_TASWATER_SW_PRES_MAIN","CIRCULAR_HEAD","lga","LIST_TASWATER_SW_PRES_MAIN_CIRCULAR_HEAD.zip","municipality_circular_head.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_circular_head","MultiPolygon",1,11,"EPSG:28355","257741.073 5384830.457 379030.844 5541402.175","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_CIRCULAR_HEAD.zip",""
"LIST_TASWATER_SW_PRES_MAIN","CIRCULAR_HEAD","lga","LIST_TASWATER_SW_PRES_MAIN_CIRCULAR_HEAD.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_taswater_sw_pres_main_circular_head","LineString",0,10,"EPSG:28355","0 0 -1 -1","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_CIRCULAR_HEAD.zip",""
"LIST_TASWATER_SW_PRES_MAIN","CIRCULAR_HEAD","lga","LIST_TASWATER_SW_PRES_MAIN_CIRCULAR_HEAD.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_circular_head","Polygon",1,9,"EPSG:28355","257741.073 5384830.457 379030.844 5541402.175","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_CIRCULAR_HEAD.zip",""
"LIST_TASWATER_SW_PRES_MAIN","CLARENCE","lga","LIST_TASWATER_SW_PRES_MAIN_CLARENCE.zip","list_taswater_sw_pres_main_clarence.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_taswater_sw_pres_main_clarence","MultiLineString",1,10,"EPSG:28355","542386.0922 5257122.6767 542515.4738 5257234.5955","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_CLARENCE.zip",""
"LIST_TASWATER_SW_PRES_MAIN","CLARENCE","lga","LIST_TASWATER_SW_PRES_MAIN_CLARENCE.zip","municipality_clarence.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_clarence","MultiPolygon",1,11,"EPSG:28355","522987.879 5231075.788 550132.279 5275161.6","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_CLARENCE.zip",""
"LIST_TASWATER_SW_PRES_MAIN","CLARENCE","lga","LIST_TASWATER_SW_PRES_MAIN_CLARENCE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_taswater_sw_pres_main_clarence","LineString",1,10,"EPSG:28355","542386.0922 5257122.6767 542515.4738 5257234.5955","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_CLARENCE.zip",""
"LIST_TASWATER_SW_PRES_MAIN","CLARENCE","lga","LIST_TASWATER_SW_PRES_MAIN_CLARENCE.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_clarence","Polygon",1,9,"EPSG:28355","522987.879 5231075.788 550132.279 5275161.6","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_CLARENCE.zip",""
"LIST_TASWATER_SW_PRES_MAIN","DERWENT_VALLEY","lga","LIST_TASWATER_SW_PRES_MAIN_DERWENT_VALLEY.zip","list_taswater_sw_pres_main_derwent_valley.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_taswater_sw_pres_main_derwent_valley","MultiLineString",0,10,"EPSG:28355","","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_DERWENT_VALLEY.zip",""
"LIST_TASWATER_SW_PRES_MAIN","DERWENT_VALLEY","lga","LIST_TASWATER_SW_PRES_MAIN_DERWENT_VALLEY.zip","municipality_derwent_valley.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_derwent_valley","MultiPolygon",1,11,"EPSG:28355","404434.457 5225738.68 518717.03 5295556.953","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_DERWENT_VALLEY.zip",""
"LIST_TASWATER_SW_PRES_MAIN","DERWENT_VALLEY","lga","LIST_TASWATER_SW_PRES_MAIN_DERWENT_VALLEY.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_taswater_sw_pres_main_derwent_valley","LineString",0,10,"EPSG:28355","0 0 -1 -1","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_TASWATER_SW_PRES_MAIN_DERWENT_VALLEY.zip",""
